GPSD,P=34.240957 -118.529090,A=?,V=?,E=? ? ?
GPSD,P=34.240953 -118.529108,A=?,V=0.860,E=? ? ?
GPSD,P=34.240950 -118.529137,A=?,V=1.240,E=? ? ?
GPSD,P=34.240942 -118.529159,A=?,V=0.450,E=? ? ?
GPSD,P=34.240917 -118.529182,A=?,V=1.830,E=? ? ?
GPSD,P=34.240888 -118.529210,A=?,V=2.450,E=? ? ?
GPSD,P=34.240878 -118.529244,A=?,V=1.520,E=? ? ?
GPSD,P=34.240879 -118.529286,A=?,V=?,E=? ? ?
GPSD,P=34.240873 -118.529329,A=?,V=1.360,E=? ? ?
GPSD,P=34.240861 -118.529360,A=?,V=1.750,E=? ? ?
GPSD,P=34.240861 -118.529376,A=?,V=0.820,E=? ? ?
GPSD,P=34.240854 -118.529395,A=?,V=0.540,E=? ? ?
GPSD,P=34.240860 -118.529413,A=?,V=0.370,E=? ? ?
GPSD,P=34.240861 -118.529417,A=?,V=0.030,E=? ? ?
GPSD,P=34.240877 -118.529423,A=?,V=0.740,E=? ? ?
GPSD,P=34.240893 -118.529432,A=269.500,V=0.400,E=? ? ?
GPSD,P=34.240902 -118.529453,A=268.600,V=0.780,E=? ? ?
GPSD,P=34.240913 -118.529485,A=?,V=0.950,E=? ? ?
GPSD,P=34.240930 -118.529488,A=267.400,V=0.040,E=? ? ?
GPSD,P=34.240949 -118.529498,A=268.700,V=0.840,E=? ? ?
GPSD,P=34.240952 -118.529533,A=268.200,V=?,E=? ? ?
GPSD,P=34.240954 -118.529545,A=265.900,V=0.050,E=? ? ?
GPSD,P=34.240953 -118.529546,A=264.400,V=0.220,E=? ? ?
GPSD,P=34.240952 -118.529581,A=263.100,V=0.960,E=? ? ?
GPSD,P=34.240954 -118.529585,A=262.200,V=?,E=? ? ?
GPSD,P=34.240956 -118.529583,A=262.000,V=?,E=? ? ?
GPSD,P=34.240958 -118.529583,A=263.500,V=0.080,E=? ? ?
GPSD,P=34.240959 -118.529584,A=?,V=0.060,E=? ? ?
GPSD,P=34.240958 -118.529582,A=263.500,V=0.160,E=? ? ?
GPSD,P=34.240956 -118.529581,A=263.300,V=0.240,E=? ? ?
GPSD,P=34.240954 -118.529581,A=262.800,V=?,E=0.00 ? ?
GPSD,P=34.240952 -118.529581,A=261.100,V=0.080,E=? ? ?
GPSD,P=34.240949 -118.529580,A=259.800,V=0.010,E=0.00 ? ?
GPSD,P=34.240946 -118.529579,A=?,V=0.070,E=? ? ?
GPSD,P=34.240944 -118.529579,A=258.600,V=0.050,E=0.00 ? ?
GPSD,P=34.240943 -118.529579,A=?,V=0.130,E=0.00 ? ?
GPSD,P=?,A=?,V=?,E=?
GPSD,P=34.240941 -118.529578,A=255.100,V=0.110,E=? ? ?
GPSD,P=34.240941 -118.529578,A=254.100,V=0.060,E=0.00 ? ?
GPSD,P=34.240941 -118.529578,A=251.800,V=0.030,E=0.00 ? ?
GPSD,P=34.240941 -118.529578,A=248.800,V=0.030,E=0.00 ? ?
GPSD,P=34.240941 -118.529579,A=?,V=0.070,E=0.00 ? ?
GPSD,P=?,A=?,V=?,E=?
GPSD,P=?,A=?,V=?,E=?
GPSD,P=34.240953 -118.529597,A=245.900,V=0.040,E=0.00 ? ?
GPSD,P=34.240956 -118.529602,A=?,V=0.070,E=? ? ?
GPSD,P=34.240961 -118.529603,A=?,V=0.040,E=0.00 ? ?
GPSD,P=34.240964 -118.529604,A=?,V=0.050,E=0.00 ? ?
GPSD,P=34.240967 -118.529605,A=260.500,V=0.060,E=? ? ?
GPSD,P=34.240981 -118.529605,A=261.900,V=0.090,E=0.00 ? ?
